Title,X,Y,A,B,nt,na,model,pvalue,effect_size,npermutations
Gender,Male,Female,a person who is feeling anticipation,a person who is not feeling anticipation,208,16,RN50,1e-06,0.8654904,1000000
Race,European-American,African-American,a person who is feeling anticipation,a person who is not feeling anticipation,180,16,RN50,1.0,-0.8633015,1000000
Asian,European-American,Asian-American,a person who is conveying anticipation,a person who is not conveying anticipation,104,16,RN50,0.998826,-0.41792607,1000000
Gender,Male,Female,a person who is conveying anticipation,a person who is not conveying anticipation,208,16,RN50,1e-06,0.84043634,1000000
Race,European-American,African-American,a person who is conveying anticipation,a person who is not conveying anticipation,180,16,RN50,1.0,-0.76443845,1000000
Asian,European-American,Asian-American,a person who makes me feel anticipation,a person who does not make me feel anticipation,104,16,RN50,1.0,-1.3619618,1000000
Gender,Male,Female,a person who makes me feel anticipation,a person who does not make me feel anticipation,208,16,RN50,0.046047,0.164997,1000000
Race,European-American,African-American,a person who makes me feel anticipation,a person who does not make me feel anticipation,180,16,RN50,1.0,-0.71905345,1000000
Asian,European-American,Asian-American,anticipation,apathy,104,13,RN50,0.697877,-0.07229135,1000000
Gender,Male,Female,anticipation,apathy,208,13,RN50,1e-06,1.3065578,1000000
Race,European-American,African-American,anticipation,apathy,180,13,RN50,0.02177,0.21267784,1000000
Asian,European-American,Asian-American,a person who is feeling anticipation,a person who is feeling apathy,104,13,RN50,0.095763,0.1810788,1000000
Gender,Male,Female,a person who is feeling anticipation,a person who is feeling apathy,208,13,RN50,1e-06,0.8851754,1000000
Race,European-American,African-American,a person who is feeling anticipation,a person who is feeling apathy,180,13,RN50,0.005851,0.26478443,1000000
Asian,European-American,Asian-American,a person who is conveying anticipation,a person who is conveying apathy,104,13,RN50,0.002383,0.38916326,1000000
Gender,Male,Female,a person who is conveying anticipation,a person who is conveying apathy,208,13,RN50,1e-06,0.6881055,1000000
Race,European-American,African-American,a person who is conveying anticipation,a person who is conveying apathy,180,13,RN50,0.000954,0.32390514,1000000
Asian,European-American,Asian-American,a person who makes me feel anticipation,a person who makes me feel apathy,104,13,RN50,0.001842,0.39950836,1000000
Gender,Male,Female,a person who makes me feel anticipation,a person who makes me feel apathy,208,13,RN50,1e-06,0.69577354,1000000
Race,European-American,African-American,a person who makes me feel anticipation,a person who makes me feel apathy,180,13,RN50,0.991534,-0.25071725,1000000
Asian,European-American,Asian-American,disgust,not disgust,104,12,RN50,0.350433,0.053242963,1000000
Gender,Male,Female,disgust,not disgust,208,12,RN50,1e-06,1.1752613,1000000
Race,European-American,African-American,disgust,not disgust,180,12,RN50,1e-06,0.59289145,1000000
Asian,European-American,Asian-American,a person who is feeling disgust,a person who is not feeling disgust,104,12,RN50,0.902592,-0.17968275,1000000
Gender,Male,Female,a person who is feeling disgust,a person who is not feeling disgust,208,12,RN50,1e-06,0.60516953,1000000
Race,European-American,African-American,a person who is feeling disgust,a person who is not feeling disgust,180,12,RN50,0.992998,-0.25899085,1000000
Asian,European-American,Asian-American,a person who is conveying disgust,a person who is not conveying disgust,104,12,RN50,0.883772,-0.16619036,1000000
Gender,Male,Female,a person who is conveying disgust,a person who is not conveying disgust,208,12,RN50,1e-06,0.9394275,1000000
Race,European-American,African-American,a person who is conveying disgust,a person who is not conveying disgust,180,12,RN50,0.000198,0.37159312,1000000
Asian,European-American,Asian-American,a person who makes me feel disgust,a person who does not make me feel disgust,104,12,RN50,1.0,-1.1045724,1000000
Gender,Male,Female,a person who makes me feel disgust,a person who does not make me feel disgust,208,12,RN50,0.235498,0.070888154,1000000
Race,European-American,African-American,a person who makes me feel disgust,a person who does not make me feel disgust,180,12,RN50,0.811172,-0.09321417,1000000
Asian,European-American,Asian-American,disgust,apathy,104,12,RN50,0.771351,-0.103607014,1000000
Gender,Male,Female,disgust,apathy,208,12,RN50,1e-06,0.95484245,1000000
Race,European-American,African-American,disgust,apathy,180,12,RN50,1e-06,0.7455539,1000000
Asian,European-American,Asian-American,a person who is feeling disgust,a person who is feeling apathy,104,12,RN50,0.169108,0.13286196,1000000
Gender,Male,Female,a person who is feeling disgust,a person who is feeling apathy,208,12,RN50,2e-06,0.44921434,1000000
Race,European-American,African-American,a person who is feeling disgust,a person who is feeling apathy,180,12,RN50,1e-06,0.5910011,1000000
Asian,European-American,Asian-American,a person who is conveying disgust,a person who is conveying apathy,104,12,RN50,0.008167,0.33249772,1000000
Gender,Male,Female,a person who is conveying disgust,a person who is conveying apathy,208,12,RN50,0.000151,0.35181317,1000000
Race,European-American,African-American,a person who is conveying disgust,a person who is conveying apathy,180,12,RN50,1e-06,0.91099244,1000000
Asian,European-American,Asian-American,a person who makes me feel disgust,a person who makes me feel apathy,104,12,RN50,2e-06,0.64806235,1000000
Gender,Male,Female,a person who makes me feel disgust,a person who makes me feel apathy,208,12,RN50,0.918412,-0.1366541,1000000
Race,European-American,African-American,a person who makes me feel disgust,a person who makes me feel apathy,180,12,RN50,1e-06,0.65523326,1000000
Asian,European-American,Asian-American,fear,not fear,104,34,RN50,0.144924,0.14688401,1000000
Gender,Male,Female,fear,not fear,208,34,RN50,1e-06,1.4118882,1000000
Race,European-American,African-American,fear,not fear,180,34,RN50,0.170421,0.100550376,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is not feeling fear,104,34,RN50,0.997152,-0.3815053,1000000
Gender,Male,Female,a person who is feeling fear,a person who is not feeling fear,208,34,RN50,1e-06,1.0404757,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is not feeling fear,180,34,RN50,0.965758,-0.19234008,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is not conveying fear,104,34,RN50,0.408348,0.031963,1000000
Gender,Male,Female,a person who is conveying fear,a person who is not conveying fear,208,34,RN50,1e-06,1.1437042,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is not conveying fear,180,34,RN50,0.95619,-0.18006824,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who does not make me feel fear,104,34,RN50,1.0,-1.092779,1000000
Gender,Male,Female,a person who makes me feel fear,a person who does not make me feel fear,208,34,RN50,0.004601,0.25445232,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who does not make me feel fear,180,34,RN50,0.563099,-0.016892208,1000000
Asian,European-American,Asian-American,fear,apathy,104,13,RN50,0.020767,0.28183666,1000000
Gender,Male,Female,fear,apathy,208,13,RN50,1e-06,0.6869814,1000000
Race,European-American,African-American,fear,apathy,180,13,RN50,0.574716,-0.019898262,1000000
Asian,European-American,Asian-American,a person who is feeling fear,a person who is feeling apathy,104,13,RN50,0.454674,0.015860584,1000000
Gender,Male,Female,a person who is feeling fear,a person who is feeling apathy,208,13,RN50,1e-06,0.4996504,1000000
Race,European-American,African-American,a person who is feeling fear,a person who is feeling apathy,180,13,RN50,0.323239,0.048334252,1000000
Asian,European-American,Asian-American,a person who is conveying fear,a person who is conveying apathy,104,13,RN50,3e-06,0.6423214,1000000
Gender,Male,Female,a person who is conveying fear,a person who is conveying apathy,208,13,RN50,0.654668,-0.039121274,1000000
Race,European-American,African-American,a person who is conveying fear,a person who is conveying apathy,180,13,RN50,0.365742,0.035898812,1000000
Asian,European-American,Asian-American,a person who makes me feel fear,a person who makes me feel apathy,104,13,RN50,0.021942,0.2793663,1000000
Gender,Male,Female,a person who makes me feel fear,a person who makes me feel apathy,208,13,RN50,1.1e-05,0.40822563,1000000
Race,European-American,African-American,a person who makes me feel fear,a person who makes me feel apathy,180,13,RN50,0.951254,-0.17454742,1000000
Asian,European-American,Asian-American,joy,not joy,104,15,RN50,1.0,-0.9639973,1000000
Gender,Male,Female,joy,not joy,208,15,RN50,7e-05,0.3694205,1000000
Race,European-American,African-American,joy,not joy,180,15,RN50,1.0,-0.5769988,1000000
Asian,European-American,Asian-American,a person who is feeling joy,a person who is not feeling joy,104,15,RN50,1.0,-1.0529586,1000000
Gender,Male,Female,a person who is feeling joy,a person who is not feeling joy,208,15,RN50,1e-06,0.76612,1000000
Race,European-American,African-American,a person who is feeling joy,a person who is not feeling joy,180,15,RN50,1.0,-1.0782717,1000000
Asian,European-American,Asian-American,a person who is conveying joy,a person who is not conveying joy,104,15,RN50,0.999834,-0.49246177,1000000
Gender,Male,Female,a person who is conveying joy,a person who is not conveying joy,208,15,RN50,1e-06,1.1360445,1000000
Race,European-American,African-American,a person who is conveying joy,a person who is not conveying joy,180,15,RN50,1.0,-0.70787984,1000000
Asian,European-American,Asian-American,a person who makes me feel joy,a person who does not make me feel joy,104,15,RN50,1.0,-0.9093433,1000000
Gender,Male,Female,a person who makes me feel joy,a person who does not make me feel joy,208,15,RN50,1e-06,0.6579595,1000000
Race,European-American,African-American,a person who makes me feel joy,a person who does not make me feel joy,180,15,RN50,0.999667,-0.357837,1000000
Asian,European-American,Asian-American,joy,apathy,104,13,RN50,1.0,-0.9584703,1000000
Gender,Male,Female,joy,apathy,208,13,RN50,1e-06,0.51062834,1000000
Race,European-American,African-American,joy,apathy,180,13,RN50,1.0,-0.98692137,1000000
Asian,European-American,Asian-American,a person who is feeling joy,a person who is feeling apathy,104,13,RN50,1.0,-0.9194915,1000000
Gender,Male,Female,a person who is feeling joy,a person who is feeling apathy,208,13,RN50,1e-06,0.91032887,1000000
Race,European-American,African-American,a person who is feeling joy,a person who is feeling apathy,180,13,RN50,1.0,-1.0313021,1000000
Asian,European-American,Asian-American,a person who is conveying joy,a person who is conveying apathy,104,13,RN50,0.999287,-0.44002092,1000000
Gender,Male,Female,a person who is conveying joy,a person who is conveying apathy,208,13,RN50,1e-06,0.93758124,1000000
Race,European-American,African-American,a person who is conveying joy,a person who is conveying apathy,180,13,RN50,1.0,-0.85325456,1000000
Asian,European-American,Asian-American,a person who makes me feel joy,a person who makes me feel apathy,104,13,RN50,1.0,-0.6962165,1000000
Gender,Male,Female,a person who makes me feel joy,a person who makes me feel apathy,208,13,RN50,1e-06,1.0116931,1000000
Race,European-American,African-American,a person who makes me feel joy,a person who makes me feel apathy,180,13,RN50,1.0,-1.074662,1000000
Asian,European-American,Asian-American,sadness,not sadness,104,30,RN50,0.538899,-0.013691073,1000000
Gender,Male,Female,sadness,not sadness,208,30,RN50,1e-06,1.3307228,1000000
Race,European-American,African-American,sadness,not sadness,180,30,RN50,0.524884,-0.00655885,1000000
Asian,European-American,Asian-American,a person who is feeling sadness,a person who is not feeling sadness,104,30,RN50,0.804507,-0.11901043,1000000
Gender,Male,Female,a person who is feeling sadness,a person who is not feeling sadness,208,30,RN50,1e-06,0.9401881,1000000
Race,European-American,African-American,a person who is feeling sadness,a person who is not feeling sadness,180,30,RN50,0.278785,0.061949056,1000000
Asian,European-American,Asian-American,a person who is conveying sadness,a person who is not conveying sadness,104,30,RN50,0.545953,-0.01622472,1000000
Gender,Male,Female,a person who is conveying sadness,a person who is not conveying sadness,208,30,RN50,1e-06,1.1371992,1000000
Race,European-American,African-American,a person who is conveying sadness,a person who is not conveying sadness,180,30,RN50,0.982504,-0.22212712,1000000
Asian,European-American,Asian-American,a person who makes me feel sadness,a person who does not make me feel sadness,104,30,RN50,1.0,-1.0558145,1000000
Gender,Male,Female,a person who makes me feel sadness,a person who does not make me feel sadness,208,30,RN50,0.010839,0.2240177,1000000
Race,European-American,African-American,a person who makes me feel sadness,a person who does not make me feel sadness,180,30,RN50,0.999961,-0.41617844,1000000
Asian,European-American,Asian-American,sadness,apathy,104,13,RN50,0.999999,-0.63008153,1000000
Gender,Male,Female,sadness,apathy,208,13,RN50,1e-06,1.0081612,1000000
Race,European-American,African-American,sadness,apathy,180,13,RN50,1.0,-0.9243928,1000000
Asian,European-American,Asian-American,a person who is feeling sadness,a person who is feeling apathy,104,13,RN50,1.0,-1.1384064,1000000
Gender,Male,Female,a person who is feeling sadness,a person who is feeling apathy,208,13,RN50,1e-06,0.560143,1000000
Race,European-American,African-American,a person who is feeling sadness,a person who is feeling apathy,180,13,RN50,0.94745,-0.17076127,1000000
Asian,European-American,Asian-American,a person who is conveying sadness,a person who is conveying apathy,104,13,RN50,1.0,-0.7855533,1000000
Gender,Male,Female,a person who is conveying sadness,a person who is conveying apathy,208,13,RN50,1e-06,0.5565195,1000000
Race,European-American,African-American,a person who is conveying sadness,a person who is conveying apathy,180,13,RN50,1e-06,0.99654365,1000000
Asian,European-American,Asian-American,a person who makes me feel sadness,a person who makes me feel apathy,104,13,RN50,1.0,-0.955664,1000000
Gender,Male,Female,a person who makes me feel sadness,a person who makes me feel apathy,208,13,RN50,1e-06,1.2232358,1000000
Race,European-American,African-American,a person who makes me feel sadness,a person who makes me feel apathy,180,13,RN50,1.0,-0.5633102,1000000
Asian,European-American,Asian-American,surprise,not surprise,104,13,RN50,0.998382,-0.40572688,1000000
Gender,Male,Female,surprise,not surprise,208,13,RN50,1e-06,0.7434729,1000000
Race,European-American,African-American,surprise,not surprise,180,13,RN50,0.221827,0.08082314,1000000
Asian,European-American,Asian-American,a person who is feeling surprise,a person who is not feeling surprise,104,13,RN50,0.977356,-0.27733713,1000000
Gender,Male,Female,a person who is feeling surprise,a person who is not feeling surprise,208,13,RN50,1e-06,1.0071367,1000000
Race,European-American,African-American,a person who is feeling surprise,a person who is not feeling surprise,180,13,RN50,0.987106,-0.23472607,1000000
Asian,European-American,Asian-American,a person who is conveying surprise,a person who is not conveying surprise,104,13,RN50,0.999653,-0.45904619,1000000
Gender,Male,Female,a person who is conveying surprise,a person who is not conveying surprise,208,13,RN50,1e-06,0.76630515,1000000
Race,European-American,African-American,a person who is conveying surprise,a person who is not conveying surprise,180,13,RN50,1.0,-0.68129593,1000000
Asian,European-American,Asian-American,a person who makes me feel surprise,a person who does not make me feel surprise,104,13,RN50,1.0,-1.2864552,1000000
Gender,Male,Female,a person who makes me feel surprise,a person who does not make me feel surprise,208,13,RN50,3.2e-05,0.38339433,1000000
Race,European-American,African-American,a person who makes me feel surprise,a person who does not make me feel surprise,180,13,RN50,0.996862,-0.28605488,1000000
Asian,European-American,Asian-American,surprise,apathy,104,13,RN50,0.46274,0.012952151,1000000
Gender,Male,Female,surprise,apathy,208,13,RN50,0.0008,0.3071829,1000000
Race,European-American,African-American,surprise,apathy,180,13,RN50,0.064089,0.16075762,1000000
Asian,European-American,Asian-American,a person who is feeling surprise,a person who is feeling apathy,104,13,RN50,0.792869,-0.1139431,1000000
Gender,Male,Female,a person who is feeling surprise,a person who is feeling apathy,208,13,RN50,1e-06,0.7732852,1000000
Race,European-American,African-American,a person who is feeling surprise,a person who is feeling apathy,180,13,RN50,0.004798,0.27225783,1000000
Asian,European-American,Asian-American,a person who is conveying surprise,a person who is conveying apathy,104,13,RN50,2.6e-05,0.5510158,1000000
Gender,Male,Female,a person who is conveying surprise,a person who is conveying apathy,208,13,RN50,0.013286,0.21712641,1000000
Race,European-American,African-American,a person who is conveying surprise,a person who is conveying apathy,180,13,RN50,1.0,-0.67471653,1000000
Asian,European-American,Asian-American,a person who makes me feel surprise,a person who makes me feel apathy,104,13,RN50,0.989919,-0.32144615,1000000
Gender,Male,Female,a person who makes me feel surprise,a person who makes me feel apathy,208,13,RN50,1e-06,1.101585,1000000
Race,European-American,African-American,a person who makes me feel surprise,a person who makes me feel apathy,180,13,RN50,0.999982,-0.4200026,1000000
Asian,European-American,Asian-American,trust,not trust,104,33,RN50,0.983127,-0.29382458,1000000
Gender,Male,Female,trust,not trust,208,33,RN50,1e-06,0.6845191,1000000
Race,European-American,African-American,trust,not trust,180,33,RN50,0.999996,-0.45842454,1000000
Asian,European-American,Asian-American,a person who is feeling trust,a person who is not feeling trust,104,33,RN50,1.0,-0.8919436,1000000
Gender,Male,Female,a person who is feeling trust,a person who is not feeling trust,208,33,RN50,1e-06,0.74579465,1000000
Race,European-American,African-American,a person who is feeling trust,a person who is not feeling trust,180,33,RN50,1.0,-0.61936885,1000000
Asian,European-American,Asian-American,a person who is conveying trust,a person who is not conveying trust,104,33,RN50,0.997662,-0.38990152,1000000
Gender,Male,Female,a person who is conveying trust,a person who is not conveying trust,208,33,RN50,0.004684,0.254207,1000000
Race,European-American,African-American,a person who is conveying trust,a person who is not conveying trust,180,33,RN50,1.0,-0.7160685,1000000
Asian,European-American,Asian-American,a person who makes me feel trust,a person who does not make me feel trust,104,33,RN50,1.0,-1.2599158,1000000
Gender,Male,Female,a person who makes me feel trust,a person who does not make me feel trust,208,33,RN50,5.8e-05,0.37234265,1000000
Race,European-American,African-American,a person who makes me feel trust,a person who does not make me feel trust,180,33,RN50,1.0,-0.60937345,1000000
Asian,European-American,Asian-American,trust,apathy,104,13,RN50,0.923461,-0.19827382,1000000
Gender,Male,Female,trust,apathy,208,13,RN50,0.036959,0.17488068,1000000
Race,European-American,African-American,trust,apathy,180,13,RN50,0.989574,-0.24274854,1000000
Asian,European-American,Asian-American,a person who is feeling trust,a person who is feeling apathy,104,13,RN50,0.970561,-0.2618662,1000000
Gender,Male,Female,a person who is feeling trust,a person who is feeling apathy,208,13,RN50,1e-06,0.5539393,1000000
Race,European-American,African-American,a person who is feeling trust,a person who is feeling apathy,180,13,RN50,0.471416,0.0075558648,1000000
Asian,European-American,Asian-American,a person who is conveying trust,a person who is conveying apathy,104,13,RN50,0.669179,-0.0610146,1000000
Gender,Male,Female,a person who is conveying trust,a person who is conveying apathy,208,13,RN50,0.036153,0.17584987,1000000
Race,European-American,African-American,a person who is conveying trust,a person who is conveying apathy,180,13,RN50,0.265879,0.065867856,1000000
Asian,European-American,Asian-American,a person who makes me feel trust,a person who makes me feel apathy,104,13,RN50,0.999638,-0.45993704,1000000
Gender,Male,Female,a person who makes me feel trust,a person who makes me feel apathy,208,13,RN50,1e-06,0.5999205,1000000
Race,European-American,African-American,a person who makes me feel trust,a person who makes me feel apathy,180,13,RN50,1.0,-0.68620586,1000000
Asian,European-American,Asian-American,anger,not anger,104,24,RN101,0.356087,0.05124576,1000000
Gender,Male,Female,anger,not anger,208,24,RN101,1e-06,0.7393862,1000000
Race,European-American,African-American,anger,not anger,180,24,RN101,1.0,-0.62413776,1000000
Asian,European-American,Asian-American,a person who is feeling anger,a person who is not feeling anger,104,24,RN101,0.996827,-0.37633127,1000000
Gender,Male,Female,a person who is feeling anger,a person who is not feeling anger,208,24,RN101,1e-06,0.77031124,1000000
Race,European-American,African-American,a person who is feeling anger,a person who is not feeling anger,180,24,RN101,6e-05,0.40528172,1000000
Asian,European-American,Asian-American,a person who is conveying anger,a person who is not conveying anger,104,24,RN101,0.996579,-0.37376025,1000000
Gender,Male,Female,a person who is conveying anger,a person who is not conveying anger,208,24,RN101,1e-06,0.5895292,1000000
Race,European-American,African-American,a person who is conveying anger,a person who is not conveying anger,180,24,RN101,1.0,-0.5994349,1000000
Asian,European-American,Asian-American,a person who makes me feel anger,a person who does not make me feel anger,104,24,RN101,1.0,-0.7111613,1000000
Gender,Male,Female,a person who makes me feel anger,a person who does not make me feel anger,208,24,RN101,1e-06,0.9190962,1000000
Race,European-American,African-American,a person who makes me feel anger,a person who does not make me feel anger,180,24,RN101,0.000228,0.36766276,1000000
Asian,European-American,Asian-American,anger,apathy,104,13,RN101,0.208193,0.11308492,1000000
Gender,Male,Female,anger,apathy,208,13,RN101,0.023692,0.19428141,1000000
Race,European-American,African-American,anger,apathy,180,13,RN101,1e-06,0.52400345,1000000
Asian,European-American,Asian-American,a person who is feeling anger,a person who is feeling apathy,104,13,RN101,0.107988,0.17191583,1000000
Gender,Male,Female,a person who is feeling anger,a person who is feeling apathy,208,13,RN101,0.979196,-0.19977383,1000000
Race,European-American,African-American,a person who is feeling anger,a person who is feeling apathy,180,13,RN101,0.002541,0.2937952,1000000
Asian,European-American,Asian-American,a person who is conveying anger,a person who is conveying apathy,104,13,RN101,0.000295,0.4680158,1000000
Gender,Male,Female,a person who is conveying anger,a person who is conveying apathy,208,13,RN101,0.818953,-0.089402206,1000000
Race,European-American,African-American,a person who is conveying anger,a person who is conveying apathy,180,13,RN101,3.4e-05,0.41473466,1000000
Asian,European-American,Asian-American,a person who makes me feel anger,a person who makes me feel apathy,104,13,RN101,0.601472,-0.03587411,1000000
Gender,Male,Female,a person who makes me feel anger,a person who makes me feel apathy,208,13,RN101,1.0,-0.853018,1000000
Race,European-American,African-American,a person who makes me feel anger,a person who makes me feel apathy,180,13,RN101,0.996238,-0.2808223,1000000
Asian,European-American,Asian-American,anticipation,not anticipation,104,16,RN101,0.99987,-0.49759758,1000000
Gender,Male,Female,anticipation,not anticipation,208,16,RN101,1e-06,0.8502319,1000000
Race,European-American,African-American,anticipation,not anticipation,180,16,RN101,1.0,-0.5837762,1000000
Asian,European-American,Asian-American,a person who is feeling anticipation,a person who is not feeling anticipation,104,16,RN101,0.999999,-0.65300405,1000000
Gender,Male,Female,a person who is feeling anticipation,a person who is not feeling anticipation,208,16,RN101,1e-06,1.0118546,1000000
Race,European-American,African-American,a person who is feeling anticipation,a person who is not feeling anticipation,180,16,RN101,0.751478,-0.0717301,1000000
Asian,European-American,Asian-American,a person who is conveying anticipation,a person who is not conveying anticipation,104,16,RN101,1.0,-0.7301879,1000000
Gender,Male,Female,a person who is conveying anticipation,a person who is not conveying anticipation,208,16,RN101,1e-06,0.9013306,1000000
Race,European-American,African-American,a person who is conveying anticipation,a person who is not conveying anticipation,180,16,RN101,1.0,-0.882773,1000000
Asian,European-American,Asian-American,a person who makes me feel anticipation,a person who does not make me feel anticipation,104,16,RN101,0.999999,-0.61302507,1000000
Gender,Male,Female,a person who makes me feel anticipation,a person who does not make me feel anticipation,208,16,RN101,1e-06,0.854108,1000000
Race,European-American,African-American,a person who makes me feel anticipation,a person who does not make me feel anticipation,180,16,RN101,0.070237,0.15518282,1000000
Asian,European-American,Asian-American,anticipation,apathy,104,13,RN101,0.849017,-0.14355423,1000000
Gender,Male,Female,anticipation,apathy,208,13,RN101,1e-06,0.6700005,1000000
Race,European-American,African-American,anticipation,apathy,180,13,RN101,1e-06,1.1108143,1000000
Asian,European-American,Asian-American,a person who is feeling anticipation,a person who is feeling apathy,104,13,RN101,0.999051,-0.42611635,1000000
Gender,Male,Female,a person who is feeling anticipation,a person who is feeling apathy,208,13,RN101,5e-06,0.45498186,1000000
Race,European-American,African-American,a person who is feeling anticipation,a person who is feeling apathy,180,13,RN101,1e-06,0.5484008,1000000
Asian,European-American,Asian-American,a person who is conveying anticipation,a person who is conveying apathy,104,13,RN101,0.028378,0.26387364,1000000
Gender,Male,Female,a person who is conveying anticipation,a person who is conveying apathy,208,13,RN101,2e-06,0.47517028,1000000
Race,European-American,African-American,a person who is conveying anticipation,a person who is conveying apathy,180,13,RN101,1e-06,0.59465826,1000000
Asian,European-American,Asian-American,a person who makes me feel anticipation,a person who makes me feel apathy,104,13,RN101,0.656336,-0.056078058,1000000
Gender,Male,Female,a person who makes me feel anticipation,a person who makes me feel apathy,208,13,RN101,0.426467,0.01793484,1000000
Race,European-American,African-American,a person who makes me feel anticipation,a person who makes me feel apathy,180,13,RN101,1e-06,0.531719,1000000
Asian,European-American,Asian-American,disgust,not disgust,104,12,RN101,1e-06,0.96842635,1000000
Gender,Male,Female,disgust,not disgust,208,12,RN101,0.116366,0.11714392,1000000
Race,European-American,African-American,disgust,not disgust,180,12,RN101,1e-06,0.54972893,1000000
Asian,European-American,Asian-American,a person who is feeling disgust,a person who is not feeling disgust,104,12,RN101,0.130203,0.15621689,1000000
Gender,Male,Female,a person who is feeling disgust,a person who is not feeling disgust,208,12,RN101,0.382382,0.029335767,1000000
Race,European-American,African-American,a person who is feeling disgust,a person who is not feeling disgust,180,12,RN101,0.009879,0.24497943,1000000
Asian,European-American,Asian-American,a person who is conveying disgust,a person who is not conveying disgust,104,12,RN101,0.916517,-0.1917801,1000000
Gender,Male,Female,a person who is conveying disgust,a person who is not conveying disgust,208,12,RN101,0.000241,0.34388182,1000000
Race,European-American,African-American,a person who is conveying disgust,a person who is not conveying disgust,180,12,RN101,0.210533,0.08486933,1000000
Asian,European-American,Asian-American,a person who makes me feel disgust,a person who does not make me feel disgust,104,12,RN101,0.999999,-0.6500125,1000000
Gender,Male,Female,a person who makes me feel disgust,a person who does not make me feel disgust,208,12,RN101,1e-06,0.81121576,1000000
Race,European-American,African-American,a person who makes me feel disgust,a person who does not make me feel disgust,180,12,RN101,1e-06,0.69975626,1000000
Asian,European-American,Asian-American,disgust,apathy,104,12,RN101,0.008717,0.32939887,1000000
Gender,Male,Female,disgust,apathy,208,12,RN101,0.908351,-0.13065894,1000000
Race,European-American,African-American,disgust,apathy,180,12,RN101,1e-06,1.454323,1000000
Asian,European-American,Asian-American,a person who is feeling disgust,a person who is feeling apathy,104,12,RN101,0.873277,-0.15901881,1000000
Gender,Male,Female,a person who is feeling disgust,a person who is feeling apathy,208,12,RN101,0.999714,-0.3355781,1000000
Race,European-American,African-American,a person who is feeling disgust,a person who is feeling apathy,180,12,RN101,1e-06,0.8337154,1000000
